dateday,season,year,month,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,monthly_avg,weekday_avg,usage_cluster
2012-01-03,Spring,1,1,0,Tuesday,1,Clear,0.15,0.126275,0.44125,89,2147,2236,2176.3387096774195,4510.663461538462,Medium
2012-01-04,Spring,1,1,0,Wednesday,1,Mist,0.1075,0.119337,0.414583,95,2273,2368,2176.3387096774195,4548.538461538462,Medium
2012-01-05,Spring,1,1,0,Thursday,1,Clear,0.265833,0.278412,0.524167,140,3132,3272,2176.3387096774195,4667.259615384615,Medium
2012-01-06,Spring,1,1,0,Friday,1,Clear,0.334167,0.340267,0.542083,307,3791,4098,2176.3387096774195,4690.288461538462,Medium
2012-01-07,Spring,1,1,0,Saturday,0,Clear,0.393333,0.390779,0.531667,1070,3451,4521,2176.3387096774195,4550.542857142857,High
2012-01-08,Spring,1,1,0,Sunday,0,Clear,0.3375,0.340258,0.465,599,2826,3425,2176.3387096774195,4228.828571428571,Medium
2012-01-09,Spring,1,1,0,Monday,1,Mist,0.224167,0.247479,0.701667,106,2270,2376,2176.3387096774195,4338.1238095238095,Medium
2012-01-10,Spring,1,1,0,Tuesday,1,Clear,0.308696,0.318826,0.646522,173,3425,3598,2176.3387096774195,4510.663461538462,Medium
2012-01-11,Spring,1,1,0,Wednesday,1,Mist,0.274167,0.282821,0.8475,92,2085,2177,2176.3387096774195,4548.538461538462,Low
2012-01-12,Spring,1,1,0,Thursday,1,Mist,0.3825,0.381938,0.802917,269,3828,4097,2176.3387096774195,4667.259615384615,Medium
2012-01-13,Spring,1,1,0,Friday,1,Clear,0.274167,0.249362,0.5075,174,3040,3214,2176.3387096774195,4690.288461538462,Medium
2012-01-14,Spring,1,1,0,Saturday,0,Clear,0.18,0.183087,0.4575,333,2160,2493,2176.3387096774195,4550.542857142857,Medium
2012-01-15,Spring,1,1,0,Sunday,0,Clear,0.166667,0.161625,0.419167,284,2027,2311,2176.3387096774195,4228.828571428571,Medium
2012-01-16,Spring,1,1,1,Monday,0,Clear,0.19,0.190663,0.5225,217,2081,2298,2176.3387096774195,4338.1238095238095,Medium
2012-01-17,Spring,1,1,0,Tuesday,1,Mist,0.373043,0.364278,0.716087,127,2808,2935,2176.3387096774195,4510.663461538462,Medium
2012-01-18,Spring,1,1,0,Wednesday,1,Clear,0.303333,0.275254,0.443333,109,3267,3376,2176.3387096774195,4548.538461538462,Medium
2012-01-19,Spring,1,1,0,Thursday,1,Clear,0.19,0.190038,0.4975,130,3162,3292,2176.3387096774195,4667.259615384615,Medium
2012-01-20,Spring,1,1,0,Friday,1,Mist,0.2175,0.220958,0.45,115,3048,3163,2176.3387096774195,4690.288461538462,Medium
2012-01-21,Spring,1,1,0,Saturday,0,Mist,0.173333,0.174875,0.83125,67,1234,1301,2176.3387096774195,4550.542857142857,Low
2012-01-22,Spring,1,1,0,Sunday,0,Mist,0.1625,0.16225,0.79625,196,1781,1977,2176.3387096774195,4228.828571428571,Low
2012-01-23,Spring,1,1,0,Monday,1,Mist,0.218333,0.243058,0.91125,145,2287,2432,2176.3387096774195,4338.1238095238095,Medium
2012-01-24,Spring,1,1,0,Tuesday,1,Clear,0.3425,0.349108,0.835833,439,3900,4339,2176.3387096774195,4510.663461538462,Medium
2012-01-25,Spring,1,1,0,Wednesday,1,Clear,0.294167,0.294821,0.64375,467,3803,4270,2176.3387096774195,4548.538461538462,Medium
2012-01-26,Spring,1,1,0,Thursday,1,Mist,0.341667,0.35605,0.769583,244,3831,4075,2176.3387096774195,4667.259615384615,Medium
2012-01-27,Spring,1,1,0,Friday,1,Mist,0.425,0.415383,0.74125,269,3187,3456,2176.3387096774195,4690.288461538462,Medium
2012-01-28,Spring,1,1,0,Saturday,0,Clear,0.315833,0.326379,0.543333,775,3248,4023,2176.3387096774195,4550.542857142857,Medium
2012-01-29,Spring,1,1,0,Sunday,0,Clear,0.2825,0.272721,0.31125,558,2685,3243,2176.3387096774195,4228.828571428571,Medium
2012-01-30,Spring,1,1,0,Monday,1,Clear,0.269167,0.262625,0.400833,126,3498,3624,2176.3387096774195,4338.1238095238095,Medium
2012-01-31,Spring,1,1,0,Tuesday,1,Clear,0.39,0.381317,0.416667,324,4185,4509,2176.3387096774195,4510.663461538462,High
2012-02-01,Spring,1,2,0,Wednesday,1,Clear,0.469167,0.466538,0.507917,304,4275,4579,2655.2982456140353,4548.538461538462,High
2012-02-02,Spring,1,2,0,Thursday,1,Mist,0.399167,0.398971,0.672917,190,3571,3761,2655.2982456140353,4667.259615384615,Medium
2012-02-03,Spring,1,2,0,Friday,1,Clear,0.313333,0.309346,0.526667,310,3841,4151,2655.2982456140353,4690.288461538462,Medium
2012-02-04,Spring,1,2,0,Saturday,0,Mist,0.264167,0.272725,0.779583,384,2448,2832,2655.2982456140353,4550.542857142857,Medium
2012-02-05,Spring,1,2,0,Sunday,0,Mist,0.265833,0.264521,0.687917,318,2629,2947,2655.2982456140353,4228.828571428571,Medium
2012-02-06,Spring,1,2,0,Monday,1,Clear,0.282609,0.296426,0.622174,206,3578,3784,2655.2982456140353,4338.1238095238095,Medium
2012-02-07,Spring,1,2,0,Tuesday,1,Clear,0.354167,0.361104,0.49625,199,4176,4375,2655.2982456140353,4510.663461538462,High
2012-02-08,Spring,1,2,0,Wednesday,1,Mist,0.256667,0.266421,0.722917,109,2693,2802,2655.2982456140353,4548.538461538462,Medium
2012-02-09,Spring,1,2,0,Thursday,1,Clear,0.265,0.261988,0.562083,163,3667,3830,2655.2982456140353,4667.259615384615,Medium
2012-02-10,Spring,1,2,0,Friday,1,Mist,0.280833,0.293558,0.54,227,3604,3831,2655.2982456140353,4690.288461538462,Medium
2012-02-11,Spring,1,2,0,Saturday,0,Light Snow,0.224167,0.210867,0.73125,192,1977,2169,2655.2982456140353,4550.542857142857,Low
2012-02-12,Spring,1,2,0,Sunday,0,Clear,0.1275,0.101658,0.464583,73,1456,1529,2655.2982456140353,4228.828571428571,Low
2012-02-13,Spring,1,2,0,Monday,1,Clear,0.2225,0.227913,0.41125,94,3328,3422,2655.2982456140353,4338.1238095238095,Medium
2012-02-14,Spring,1,2,0,Tuesday,1,Mist,0.319167,0.333946,0.50875,135,3787,3922,2655.2982456140353,4510.663461538462,Medium
2012-02-15,Spring,1,2,0,Wednesday,1,Clear,0.348333,0.351629,0.53125,141,4028,4169,2655.2982456140353,4548.538461538462,Medium
2012-02-16,Spring,1,2,0,Thursday,1,Mist,0.316667,0.330162,0.752917,74,2931,3005,2655.2982456140353,4667.259615384615,Medium
2012-02-17,Spring,1,2,0,Friday,1,Clear,0.343333,0.351629,0.634583,349,3805,4154,2655.2982456140353,4690.288461538462,Medium
2012-02-18,Spring,1,2,0,Saturday,0,Clear,0.346667,0.355425,0.534583,1435,2883,4318,2655.2982456140353,4550.542857142857,Medium
2012-02-19,Spring,1,2,0,Sunday,0,Mist,0.28,0.265788,0.515833,618,2071,2689,2655.2982456140353,4228.828571428571,Medium
2012-02-20,Spring,1,2,1,Monday,0,Clear,0.28,0.273391,0.507826,502,2627,3129,2655.2982456140353,4338.1238095238095,Medium
2012-02-21,Spring,1,2,0,Tuesday,1,Clear,0.287826,0.295113,0.594348,163,3614,3777,2655.2982456140353,4510.663461538462,Medium
2012-02-22,Spring,1,2,0,Wednesday,1,Clear,0.395833,0.392667,0.567917,394,4379,4773,2655.2982456140353,4548.538461538462,High
2012-02-23,Spring,1,2,0,Thursday,1,Clear,0.454167,0.444446,0.554583,516,4546,5062,2655.2982456140353,4667.259615384615,High
2012-02-24,Spring,1,2,0,Friday,1,Mist,0.4075,0.410971,0.7375,246,3241,3487,2655.2982456140353,4690.288461538462,Medium
2012-02-25,Spring,1,2,0,Saturday,0,Clear,0.290833,0.255675,0.395833,317,2415,2732,2655.2982456140353,4550.542857142857,Medium
2012-02-26,Spring,1,2,0,Sunday,0,Clear,0.279167,0.268308,0.41,515,2874,3389,2655.2982456140353,4228.828571428571,Medium
2012-02-27,Spring,1,2,0,Monday,1,Clear,0.366667,0.357954,0.490833,253,4069,4322,2655.2982456140353,4338.1238095238095,Medium
2012-02-28,Spring,1,2,0,Tuesday,1,Clear,0.359167,0.353525,0.395833,229,4134,4363,2655.2982456140353,4510.663461538462,Medium
2012-02-29,Spring,1,2,0,Wednesday,1,Mist,0.344348,0.34847,0.804783,65,1769,1834,2655.2982456140353,4548.538461538462,Low
2012-03-01,Spring,1,3,0,Thursday,1,Clear,0.485833,0.475371,0.615417,325,4665,4990,3692.2580645161293,4667.259615384615,High
2012-03-02,Spring,1,3,0,Friday,1,Mist,0.353333,0.359842,0.657083,246,2948,3194,3692.2580645161293,4690.288461538462,Medium
2012-03-03,Spring,1,3,0,Saturday,0,Mist,0.414167,0.413492,0.62125,956,3110,4066,3692.2580645161293,4550.542857142857,Medium
2012-03-04,Spring,1,3,0,Sunday,0,Clear,0.325833,0.303021,0.403333,710,2713,3423,3692.2580645161293,4228.828571428571,Medium
2012-03-05,Spring,1,3,0,Monday,1,Clear,0.243333,0.241171,0.50625,203,3130,3333,3692.2580645161293,4338.1238095238095,Medium
2012-03-06,Spring,1,3,0,Tuesday,1,Clear,0.258333,0.255042,0.456667,221,3735,3956,3692.2580645161293,4510.663461538462,Medium
2012-03-07,Spring,1,3,0,Wednesday,1,Clear,0.404167,0.3851,0.513333,432,4484,4916,3692.2580645161293,4548.538461538462,High
2012-03-08,Spring,1,3,0,Thursday,1,Clear,0.5275,0.524604,0.5675,486,4896,5382,3692.2580645161293,4667.259615384615,High
2012-03-09,Spring,1,3,0,Friday,1,Mist,0.410833,0.397083,0.407083,447,4122,4569,3692.2580645161293,4690.288461538462,High
2012-03-10,Spring,1,3,0,Saturday,0,Clear,0.2875,0.277767,0.350417,968,3150,4118,3692.2580645161293,4550.542857142857,Medium
2012-03-11,Spring,1,3,0,Sunday,0,Clear,0.361739,0.35967,0.476957,1658,3253,4911,3692.2580645161293,4228.828571428571,High
2012-03-12,Spring,1,3,0,Monday,1,Clear,0.466667,0.459592,0.489167,838,4460,5298,3692.2580645161293,4338.1238095238095,High
2012-03-13,Spring,1,3,0,Tuesday,1,Clear,0.565,0.542929,0.6175,762,5085,5847,3692.2580645161293,4510.663461538462,High
2012-03-14,Spring,1,3,0,Wednesday,1,Clear,0.5725,0.548617,0.507083,997,5315,6312,3692.2580645161293,4548.538461538462,High
2012-03-15,Spring,1,3,0,Thursday,1,Clear,0.5575,0.532825,0.579583,1005,5187,6192,3692.2580645161293,4667.259615384615,High
2012-03-16,Spring,1,3,0,Friday,1,Mist,0.435833,0.436229,0.842083,548,3830,4378,3692.2580645161293,4690.288461538462,High
2012-03-17,Spring,1,3,0,Saturday,0,Mist,0.514167,0.505046,0.755833,3155,4681,7836,3692.2580645161293,4550.542857142857,Very High
2012-03-18,Spring,1,3,0,Sunday,0,Mist,0.4725,0.464,0.81,2207,3685,5892,3692.2580645161293,4228.828571428571,High
2012-03-19,Spring,1,3,0,Monday,1,Clear,0.545,0.532821,0.72875,982,5171,6153,3692.2580645161293,4338.1238095238095,High
2012-03-20,Spring,1,3,0,Tuesday,1,Clear,0.560833,0.538533,0.807917,1051,5042,6093,3692.2580645161293,4510.663461538462,High
2012-03-21,Summer,1,3,0,Wednesday,1,Mist,0.531667,0.513258,0.82125,1122,5108,6230,3692.2580645161293,4548.538461538462,High
2012-03-22,Summer,1,3,0,Thursday,1,Clear,0.554167,0.531567,0.83125,1334,5537,6871,3692.2580645161293,4667.259615384615,Very High
2012-03-23,Summer,1,3,0,Friday,1,Mist,0.601667,0.570067,0.694167,2469,5893,8362,3692.2580645161293,4690.288461538462,Very High
2012-03-24,Summer,1,3,0,Saturday,0,Mist,0.5025,0.486733,0.885417,1033,2339,3372,3692.2580645161293,4550.542857142857,Medium
2012-03-25,Summer,1,3,0,Sunday,0,Mist,0.4375,0.437488,0.880833,1532,3464,4996,3692.2580645161293,4228.828571428571,High
2012-03-26,Summer,1,3,0,Monday,1,Clear,0.445833,0.43875,0.477917,795,4763,5558,3692.2580645161293,4338.1238095238095,High
2012-03-27,Summer,1,3,0,Tuesday,1,Clear,0.323333,0.315654,0.29,531,4571,5102,3692.2580645161293,4510.663461538462,High
2012-03-28,Summer,1,3,0,Wednesday,1,Clear,0.484167,0.47095,0.48125,674,5024,5698,3692.2580645161293,4548.538461538462,High
2012-03-29,Summer,1,3,0,Thursday,1,Clear,0.494167,0.482304,0.439167,834,5299,6133,3692.2580645161293,4667.259615384615,High
2012-03-30,Summer,1,3,0,Friday,1,Mist,0.37,0.375621,0.580833,796,4663,5459,3692.2580645161293,4690.288461538462,High
2012-03-31,Summer,1,3,0,Saturday,0,Mist,0.424167,0.421708,0.738333,2301,3934,6235,3692.2580645161293,4550.542857142857,High
2012-04-01,Summer,1,4,0,Sunday,0,Mist,0.425833,0.417287,0.67625,2347,3694,6041,4484.9,4228.828571428571,High
2012-04-02,Summer,1,4,0,Monday,1,Clear,0.433913,0.427513,0.504348,1208,4728,5936,4484.9,4338.1238095238095,High
2012-04-03,Summer,1,4,0,Tuesday,1,Clear,0.466667,0.461483,0.396667,1348,5424,6772,4484.9,4510.663461538462,Very High
2012-04-04,Summer,1,4,0,Wednesday,1,Clear,0.541667,0.53345,0.469583,1058,5378,6436,4484.9,4548.538461538462,High
2012-04-05,Summer,1,4,0,Thursday,1,Clear,0.435,0.431163,0.374167,1192,5265,6457,4484.9,4667.259615384615,High
2012-04-06,Summer,1,4,0,Friday,1,Clear,0.403333,0.390767,0.377083,1807,4653,6460,4484.9,4690.288461538462,High
2012-04-07,Summer,1,4,0,Saturday,0,Clear,0.4375,0.426129,0.254167,3252,3605,6857,4484.9,4550.542857142857,Very High
2012-04-08,Summer,1,4,0,Sunday,0,Clear,0.5,0.492425,0.275833,2230,2939,5169,4484.9,4228.828571428571,High
2012-04-09,Summer,1,4,0,Monday,1,Clear,0.489167,0.476638,0.3175,905,4680,5585,4484.9,4338.1238095238095,High
2012-04-10,Summer,1,4,0,Tuesday,1,Clear,0.446667,0.436233,0.435,819,5099,5918,4484.9,4510.663461538462,High
2012-04-11,Summer,1,4,0,Wednesday,1,Clear,0.348696,0.337274,0.469565,482,4380,4862,4484.9,4548.538461538462,High
2012-04-12,Summer,1,4,0,Thursday,1,Clear,0.3975,0.387604,0.46625,663,4746,5409,4484.9,4667.259615384615,High
2012-04-13,Summer,1,4,0,Friday,1,Clear,0.4425,0.431808,0.408333,1252,5146,6398,4484.9,4690.288461538462,High
2012-04-14,Summer,1,4,0,Saturday,0,Clear,0.495,0.487996,0.502917,2795,4665,7460,4484.9,4550.542857142857,Very High
2012-04-15,Summer,1,4,0,Sunday,0,Clear,0.606667,0.573875,0.507917,2846,4286,7132,4484.9,4228.828571428571,Very High
2012-04-16,Summer,1,4,1,Monday,0,Clear,0.664167,0.614925,0.561667,1198,5172,6370,4484.9,4338.1238095238095,High
2012-04-17,Summer,1,4,0,Tuesday,1,Clear,0.608333,0.598487,0.390417,989,5702,6691,4484.9,4510.663461538462,Very High
2012-04-18,Summer,1,4,0,Wednesday,1,Mist,0.463333,0.457038,0.569167,347,4020,4367,4484.9,4548.538461538462,Medium
2012-04-19,Summer,1,4,0,Thursday,1,Clear,0.498333,0.493046,0.6125,846,5719,6565,4484.9,4667.259615384615,Very High
2012-04-20,Summer,1,4,0,Friday,1,Clear,0.526667,0.515775,0.694583,1340,5950,7290,4484.9,4690.288461538462,Very High
2012-04-21,Summer,1,4,0,Saturday,0,Clear,0.57,0.542921,0.682917,2541,4083,6624,4484.9,4550.542857142857,Very High
2012-04-22,Summer,1,4,0,Sunday,0,Light Snow,0.396667,0.389504,0.835417,120,907,1027,4484.9,4228.828571428571,Low
2012-04-23,Summer,1,4,0,Monday,1,Mist,0.321667,0.301125,0.766667,195,3019,3214,4484.9,4338.1238095238095,Medium
2012-04-24,Summer,1,4,0,Tuesday,1,Clear,0.413333,0.405283,0.454167,518,5115,5633,4484.9,4510.663461538462,High
2012-04-25,Summer,1,4,0,Wednesday,1,Clear,0.476667,0.470317,0.427917,655,5541,6196,4484.9,4548.538461538462,High
2012-04-26,Summer,1,4,0,Thursday,1,Mist,0.498333,0.483583,0.756667,475,4551,5026,4484.9,4667.259615384615,High
2012-04-27,Summer,1,4,0,Friday,1,Clear,0.4575,0.452637,0.400833,1014,5219,6233,4484.9,4690.288461538462,High
2012-04-28,Summer,1,4,0,Saturday,0,Mist,0.376667,0.377504,0.489583,1120,3100,4220,4484.9,4550.542857142857,Medium
2012-04-29,Summer,1,4,0,Sunday,0,Clear,0.458333,0.450121,0.587083,2229,4075,6304,4484.9,4228.828571428571,High
2012-04-30,Summer,1,4,0,Monday,1,Mist,0.464167,0.457696,0.57,665,4907,5572,4484.9,4338.1238095238095,High
2012-05-01,Summer,1,5,0,Tuesday,1,Mist,0.613333,0.577021,0.659583,653,5087,5740,5349.774193548387,4510.663461538462,High
2012-05-02,Summer,1,5,0,Wednesday,1,Clear,0.564167,0.537896,0.797083,667,5502,6169,5349.774193548387,4548.538461538462,High
2012-05-03,Summer,1,5,0,Thursday,1,Mist,0.56,0.537242,0.768333,764,5657,6421,5349.774193548387,4667.259615384615,High
2012-05-04,Summer,1,5,0,Friday,1,Clear,0.6275,0.590917,0.735417,1069,5227,6296,5349.774193548387,4690.288461538462,High
2012-05-05,Summer,1,5,0,Saturday,0,Mist,0.621667,0.584608,0.756667,2496,4387,6883,5349.774193548387,4550.542857142857,Very High
2012-05-06,Summer,1,5,0,Sunday,0,Mist,0.5625,0.546737,0.74,2135,4224,6359,5349.774193548387,4228.828571428571,High
2012-05-07,Summer,1,5,0,Monday,1,Mist,0.5375,0.527142,0.664167,1008,5265,6273,5349.774193548387,4338.1238095238095,High
2012-05-08,Summer,1,5,0,Tuesday,1,Mist,0.581667,0.557471,0.685833,738,4990,5728,5349.774193548387,4510.663461538462,High
2012-05-09,Summer,1,5,0,Wednesday,1,Mist,0.575,0.553025,0.744167,620,4097,4717,5349.774193548387,4548.538461538462,High
2012-05-10,Summer,1,5,0,Thursday,1,Clear,0.505833,0.491783,0.552083,1026,5546,6572,5349.774193548387,4667.259615384615,Very High
2012-05-11,Summer,1,5,0,Friday,1,Clear,0.533333,0.520833,0.360417,1319,5711,7030,5349.774193548387,4690.288461538462,Very High
2012-05-12,Summer,1,5,0,Saturday,0,Clear,0.564167,0.544817,0.480417,2622,4807,7429,5349.774193548387,4550.542857142857,Very High
2012-05-13,Summer,1,5,0,Sunday,0,Clear,0.6125,0.585238,0.57625,2172,3946,6118,5349.774193548387,4228.828571428571,High
2012-05-14,Summer,1,5,0,Monday,1,Mist,0.573333,0.5499,0.789583,342,2501,2843,5349.774193548387,4338.1238095238095,Medium
2012-05-15,Summer,1,5,0,Tuesday,1,Mist,0.611667,0.576404,0.794583,625,4490,5115,5349.774193548387,4510.663461538462,High
2012-05-16,Summer,1,5,0,Wednesday,1,Clear,0.636667,0.595975,0.697917,991,6433,7424,5349.774193548387,4548.538461538462,Very High
2012-05-17,Summer,1,5,0,Thursday,1,Clear,0.593333,0.572613,0.52,1242,6142,7384,5349.774193548387,4667.259615384615,Very High
2012-05-18,Summer,1,5,0,Friday,1,Clear,0.564167,0.551121,0.523333,1521,6118,7639,5349.774193548387,4690.288461538462,Very High
2012-05-19,Summer,1,5,0,Saturday,0,Clear,0.6,0.566908,0.45625,3410,4884,8294,5349.774193548387,4550.542857142857,Very High
2012-05-20,Summer,1,5,0,Sunday,0,Clear,0.620833,0.583967,0.530417,2704,4425,7129,5349.774193548387,4228.828571428571,Very High
2012-05-21,Summer,1,5,0,Monday,1,Mist,0.598333,0.565667,0.81125,630,3729,4359,5349.774193548387,4338.1238095238095,Medium
2012-05-22,Summer,1,5,0,Tuesday,1,Mist,0.615,0.580825,0.765833,819,5254,6073,5349.774193548387,4510.663461538462,High
2012-05-23,Summer,1,5,0,Wednesday,1,Mist,0.621667,0.584612,0.774583,766,4494,5260,5349.774193548387,4548.538461538462,High
2012-05-24,Summer,1,5,0,Thursday,1,Clear,0.655,0.6067,0.716667,1059,5711,6770,5349.774193548387,4667.259615384615,Very High
2012-05-25,Summer,1,5,0,Friday,1,Clear,0.68,0.627529,0.747083,1417,5317,6734,5349.774193548387,4690.288461538462,Very High
2012-05-26,Summer,1,5,0,Saturday,0,Clear,0.6925,0.642696,0.7325,2855,3681,6536,5349.774193548387,4550.542857142857,High
2012-05-27,Summer,1,5,0,Sunday,0,Clear,0.69,0.641425,0.697083,3283,3308,6591,5349.774193548387,4228.828571428571,Very High
2012-05-28,Summer,1,5,1,Monday,0,Clear,0.7125,0.6793,0.67625,2557,3486,6043,5349.774193548387,4338.1238095238095,High
2012-05-29,Summer,1,5,0,Tuesday,1,Clear,0.7225,0.672992,0.684583,880,4863,5743,5349.774193548387,4510.663461538462,High
2012-05-30,Summer,1,5,0,Wednesday,1,Mist,0.656667,0.611129,0.67,745,6110,6855,5349.774193548387,4548.538461538462,Very High
2012-05-31,Summer,1,5,0,Thursday,1,Clear,0.68,0.631329,0.492917,1100,6238,7338,5349.774193548387,4667.259615384615,Very High
2012-06-01,Summer,1,6,0,Friday,1,Mist,0.654167,0.607962,0.755417,533,3594,4127,5772.366666666667,4690.288461538462,Medium
2012-06-02,Summer,1,6,0,Saturday,0,Clear,0.583333,0.566288,0.549167,2795,5325,8120,5772.366666666667,4550.542857142857,Very High
2012-06-03,Summer,1,6,0,Sunday,0,Clear,0.6025,0.575133,0.493333,2494,5147,7641,5772.366666666667,4228.828571428571,Very High
2012-06-04,Summer,1,6,0,Monday,1,Clear,0.5975,0.578283,0.487083,1071,5927,6998,5772.366666666667,4338.1238095238095,Very High
2012-06-05,Summer,1,6,0,Tuesday,1,Mist,0.540833,0.525892,0.613333,968,6033,7001,5772.366666666667,4510.663461538462,Very High
2012-06-06,Summer,1,6,0,Wednesday,1,Clear,0.554167,0.542292,0.61125,1027,6028,7055,5772.366666666667,4548.538461538462,Very High
2012-06-07,Summer,1,6,0,Thursday,1,Clear,0.6025,0.569442,0.567083,1038,6456,7494,5772.366666666667,4667.259615384615,Very High
2012-06-08,Summer,1,6,0,Friday,1,Clear,0.649167,0.597862,0.467917,1488,6248,7736,5772.366666666667,4690.288461538462,Very High
2012-06-09,Summer,1,6,0,Saturday,0,Clear,0.710833,0.648367,0.437083,2708,4790,7498,5772.366666666667,4550.542857142857,Very High
2012-06-10,Summer,1,6,0,Sunday,0,Clear,0.726667,0.663517,0.538333,2224,4374,6598,5772.366666666667,4228.828571428571,Very High
2012-06-11,Summer,1,6,0,Monday,1,Mist,0.720833,0.659721,0.587917,1017,5647,6664,5772.366666666667,4338.1238095238095,Very High
2012-06-12,Summer,1,6,0,Tuesday,1,Mist,0.653333,0.597875,0.833333,477,4495,4972,5772.366666666667,4510.663461538462,High
2012-06-13,Summer,1,6,0,Wednesday,1,Clear,0.655833,0.611117,0.582083,1173,6248,7421,5772.366666666667,4548.538461538462,Very High
2012-06-14,Summer,1,6,0,Thursday,1,Clear,0.648333,0.624383,0.569583,1180,6183,7363,5772.366666666667,4667.259615384615,Very High
2012-06-15,Summer,1,6,0,Friday,1,Clear,0.639167,0.599754,0.589583,1563,6102,7665,5772.366666666667,4690.288461538462,Very High
2012-06-16,Summer,1,6,0,Saturday,0,Clear,0.631667,0.594708,0.504167,2963,4739,7702,5772.366666666667,4550.542857142857,Very High
2012-06-17,Summer,1,6,0,Sunday,0,Clear,0.5925,0.571975,0.59875,2634,4344,6978,5772.366666666667,4228.828571428571,Very High
2012-06-18,Summer,1,6,0,Monday,1,Mist,0.568333,0.544842,0.777917,653,4446,5099,5772.366666666667,4338.1238095238095,High
2012-06-19,Summer,1,6,0,Tuesday,1,Clear,0.688333,0.654692,0.69,968,5857,6825,5772.366666666667,4510.663461538462,Very High
2012-06-20,Summer,1,6,0,Wednesday,1,Clear,0.7825,0.720975,0.592083,872,5339,6211,5772.366666666667,4548.538461538462,High
2012-06-21,Fall,1,6,0,Thursday,1,Clear,0.805833,0.752542,0.567917,778,5127,5905,5772.366666666667,4667.259615384615,High
2012-06-22,Fall,1,6,0,Friday,1,Clear,0.7775,0.724121,0.57375,964,4859,5823,5772.366666666667,4690.288461538462,High
2012-06-23,Fall,1,6,0,Saturday,0,Clear,0.731667,0.652792,0.534583,2657,4801,7458,5772.366666666667,4550.542857142857,Very High
2012-06-24,Fall,1,6,0,Sunday,0,Clear,0.743333,0.674254,0.479167,2551,4340,6891,5772.366666666667,4228.828571428571,Very High
2012-06-25,Fall,1,6,0,Monday,1,Clear,0.715833,0.654042,0.504167,1139,5640,6779,5772.366666666667,4338.1238095238095,Very High
2012-06-26,Fall,1,6,0,Tuesday,1,Clear,0.630833,0.594704,0.373333,1077,6365,7442,5772.366666666667,4510.663461538462,Very High
2012-06-27,Fall,1,6,0,Wednesday,1,Clear,0.6975,0.640792,0.36,1077,6258,7335,5772.366666666667,4548.538461538462,Very High
2012-06-28,Fall,1,6,0,Thursday,1,Clear,0.749167,0.675512,0.4225,921,5958,6879,5772.366666666667,4667.259615384615,Very High
2012-06-29,Fall,1,6,0,Friday,1,Clear,0.834167,0.786613,0.48875,829,4634,5463,5772.366666666667,4690.288461538462,High
2012-06-30,Fall,1,6,0,Saturday,0,Clear,0.765,0.687508,0.60125,1455,4232,5687,5772.366666666667,4550.542857142857,High
2012-07-01,Fall,1,7,0,Sunday,0,Clear,0.815833,0.750629,0.51875,1421,4110,5531,5563.677419354839,4228.828571428571,High
2012-07-02,Fall,1,7,0,Monday,1,Clear,0.781667,0.702038,0.447083,904,5323,6227,5563.677419354839,4338.1238095238095,High
2012-07-03,Fall,1,7,0,Tuesday,1,Clear,0.780833,0.70265,0.492083,1052,5608,6660,5563.677419354839,4510.663461538462,Very High
